"gene","cor","p.value","p.adj","gene_symbol"
"ENSG00000203804.5",0.325785795884667,0.0184299718694815,0.199731010297822,"RNU6-1327P"
"ENSG00000136213.10",0.325784923896162,0.0184303032126641,0.199731010297822,"SUCLA2"
"ENSG00000166532.16",0.325724165886367,0.0184534028385797,0.199857079748652,"TRIM66"
"ENSG00000109099.16",0.325665120073092,0.0184758750354344,0.200017604498515,"NAT9"
"ENSG00000258086.1",0.325594116423915,0.0185029289995285,0.200133205658975,"AP003171.1"
"ENSG00000258135.5",0.32558958555115,0.0185046565026505,0.200133205658975,"AC239802.1"
"ENSG00000164211.13",0.325575784505024,0.018509919323311,0.200133205658975,"GASK1B"
"ENSG00000177272.9",0.325571271082767,0.0185116407243022,0.200133205658975,"HCG4"
"ENSG00000270140.1",0.325566801956895,0.0185133453646553,0.200133205658975,"AC016866.2"
"ENSG00000231735.1",0.325552822701264,0.018518678274604,0.200143036806811,"AL359893.1"
"ENSG00000104903.5",0.32554435282521,0.0185219100596332,0.200143036806811,"KLC3"
"ENSG00000277684.1",0.3254392950129,0.0185620359474024,0.20042088447944,"LYRM4-AS1"
"ENSG00000177294.7",0.325346863220658,0.0185974003989423,0.200694760169123,"DEAF1"
"ENSG00000258011.2",0.325340503638851,0.0185998356782415,0.200694760169123,"KRT18P58"
"ENSG00000212124.2",0.325273427370444,0.0186255377196422,0.200930625504924,"MIR329-1"
"ENSG00000264825.1",0.325255235063032,0.0186325137731593,0.200964420933318,"AC018552.2"
"ENSG00000211934.3",0.325217926936392,0.0186468269446863,0.201019848744561,"MIR32"
"ENSG00000134757.5",0.325212734128036,0.0186488198920832,0.201019848744561,"SOX3"
"ENSG00000251620.3",0.32517343099046,0.0186639098987203,0.201095649020026,"MIR302CHG"
"ENSG00000179088.15",0.32515579384855,0.0186706848507508,0.201106542024563,"TMEM52"
"ENSG00000079277.22",0.325150775297162,0.0186726130071191,0.201106542024563,"LXN"
"ENSG00000226031.5",0.325095387414284,0.0186939045712566,0.20129439376574,"MTCYBP29"
"ENSG00000285244.1",0.324952786115071,0.0187488164703681,0.201678021892425,"AP001347.2"
"ENSG00000276241.1",0.324881004103885,0.0187765094978366,0.201792710907481,"ARMCX5-GPRASP2"
"ENSG00000278330.1",0.324870163096417,0.0187806949005561,0.201792710907481,"AC026464.6"
"ENSG00000226453.2",0.324864465320455,0.0187828949659395,0.201792710907481,"DNAJC19P4"
"ENSG00000170775.3",0.324855149056445,0.0187864926982275,0.201792710907481,"TMC7"
"ENSG00000281344.1",0.32484029250354,0.0187922311748384,0.201812892976201,"AC006449.2"
"ENSG00000114923.17",0.324804258329084,0.0188061558724899,0.20192096189253,"ZBTB47"
"ENSG00000279513.1",0.324785386656001,0.0188134519494353,0.201957829805794,"AL513485.1"
"ENSG00000271911.1",0.324682641265805,0.0188532170064491,0.202301634321817,"AP001120.2"
"ENSG00000206592.1",0.324660071032916,0.0188619617960413,0.202353943445466,"LINC01121"
"ENSG00000143786.8",0.324647026254267,0.0188670175363442,0.202366662555468,"INTS3"
"ENSG00000249669.10",0.324600818681975,0.0188849353624288,0.202432751421065,"RPL18P13"
"ENSG00000211753.4",0.324593917595316,0.0188876126220724,0.202432751421065,"SNORD15B"
"ENSG00000102317.18",0.324541750449821,0.0189078611504404,0.202524858796717,"PIN4"
"ENSG00000286349.1",0.32452428709853,0.0189146436105796,0.202545115657096,"AC051619.9"
"ENSG00000130943.7",0.324500022533931,0.0189240709669352,0.202548355256619,"DNMT1"
"ENSG00000107104.20",0.32447378589977,0.0189342690008827,0.202589316919819,"RLN2"
"ENSG00000276043.5",0.324435130022686,0.0189493028143829,0.202708693711389,"AP002365.1"
"ENSG00000263264.2",0.324379274334796,0.0189710437500971,0.202868457292594,"AC104229.1"
"ENSG00000186470.14",0.324376826289542,0.0189719970961538,0.202868457292594,"TRY2P"
"ENSG00000111737.12",0.324363893576373,0.0189770341767042,0.202880830109525,"PRKAB1"
"ENSG00000111670.16",0.324324288443852,0.0189924667813693,0.202883731400515,"COPS7A"
"ENSG00000164796.18",0.324287858318739,0.0190066715992853,0.202883731400515,"ZNF704"
"ENSG00000196562.14",0.324285408565921,0.0190076271288621,0.202883731400515,"ZKSCAN7"
"ENSG00000260810.1",0.324268514698059,0.0190142177148073,0.202883731400515,"AL049779.1"
"ENSG00000079150.18",0.324253732568556,0.0190199860644748,0.202883731400515,"CDH17"
"ENSG00000137491.15",0.324193073161042,0.019043672388773,0.203094959318081,"ATAT1"
"ENSG00000158747.15",0.324169017234023,0.0190530726837689,0.203153776011744,"CD1E"
"ENSG00000259374.2",0.324135769806937,0.0190660712000369,0.203211595820777,"UBE2NP1"
"ENSG00000236703.1",0.32408144488861,0.0190873264109632,0.203311715360125,"RPL7L1P3"
"ENSG00000258952.2",0.32407139403854,0.0190912611153136,0.203312210276707,"TRAV1-1"
"ENSG00000234509.1",0.323962031548121,0.0191341187697957,0.203644196286148,"TBC1D26-AS1"
"ENSG00000166592.12",0.32389650669924,0.0191598360960277,0.203756524855106,"ZNF143"
"ENSG00000151773.13",0.323885505622777,0.0191641566914152,0.203756524855106,"MMAA"
"ENSG00000270412.1",0.323856325809004,0.0191756208576213,0.203836966664801,"AP005119.2"
"ENSG00000244306.11",0.323843391775707,0.0191807042396313,0.203849561785789,"RN7SL553P"
"ENSG00000270986.1",0.323819408279632,0.0191901333447323,0.203873837238484,"AP001094.3"
"ENSG00000277561.5",0.323760155443632,0.0192134454222278,0.204000141352968,"AC010245.2"
"ENSG00000137404.14",0.323757782231413,0.0192143796240771,0.204000141352968,"IRF4"
"ENSG00000006638.13",0.323735586683004,0.0192231186422774,0.204038116763997,"DBF4"
"ENSG00000251450.2",0.323706174272941,0.0192347043323204,0.20409161015274,"UGDH-AS1"
"ENSG00000205045.11",0.323684226688983,0.019243353445594,0.204141957459255,"RING1"
"ENSG00000171657.6",0.323578961432344,0.0192848822419746,0.204458071279524,"LRRC8C"
"ENSG00000206633.1",0.323530702162124,0.0193039466524211,0.204577232774311,"C11orf91"
"ENSG00000236501.6",0.323489343624731,0.0193202976908542,0.204597203298585,"AL135937.1"
"ENSG00000254415.3",0.323484295262924,0.019322294356746,0.204597203298585,"RNU5A-4P"
"ENSG00000241322.11",0.323474057632737,0.0193263439548787,0.204597203298585,"OR7E117P"
"ENSG00000283240.1",0.323464546115295,0.019330106976089,0.204597203298585,"AC006064.5"
"ENSG00000175899.15",0.323456676757179,0.0193332207825414,0.204597203298585,"PRM1"
"ENSG00000065320.9",0.323382990370148,0.0193623981871411,0.204823070768242,"WDR18"
"ENSG00000122420.10",0.323355882379017,0.0193731414486424,0.204841178986395,"LDB3"
"ENSG00000187037.8",0.323317418150853,0.0193883940051549,0.204890811264257,"DTX2P1"
"ENSG00000248597.2",0.323262320886408,0.0194102599256139,0.205080436704471,"CABYRP1"
"ENSG00000108688.11",0.323133033360868,0.0194616510499944,0.205407011471492,"UTP6"
"ENSG00000186684.14",0.32311788080902,0.0194676816491393,0.205407011471492,"NUDT17"
"ENSG00000168884.15",0.323095862272272,0.0194764476784665,0.205407011471492,"FAM178B"
"ENSG00000165091.18",0.323085974132106,0.0194803854367473,0.205407011471492,"GEM"
"ENSG00000111716.14",0.323085806266341,0.0194804522918229,0.205407011471492,"NT5DC3"
"ENSG00000146151.14",0.323053571706531,0.0194932937939835,0.205421889600943,"GFOD1"
"ENSG00000278818.1",0.32305349700622,0.0194933235611821,0.205421889600943,"AC064836.1"
"ENSG00000249894.1",0.32305268015435,0.0194936490695917,0.205421889600943,"AC124242.1"
"ENSG00000237659.1",0.323016595471716,0.0195080330979218,0.2055320456694,"AL109946.1"
"ENSG00000141580.16",0.323004048421308,0.0195130366922375,0.205543347220066,"TP53"
"ENSG00000115935.18",0.322872414534893,0.0195655960583146,0.205972509018162,"DARS1"
"ENSG00000285082.2",0.322789858759998,0.0195986204305557,0.206195626497651,"AC107081.2"
"ENSG00000286458.1",0.322700071683752,0.0196345910756541,0.206302813088744,"LINC01451"
"ENSG00000069399.15",0.322689912785457,0.0196386644680791,0.206302813088744,"VPS35"
"ENSG00000197956.10",0.322685441557387,0.0196404575139027,0.206302813088744,"NMB"
"ENSG00000239280.1",0.322676652759936,0.019643982389575,0.206302813088744,"HIGD1AP15"
"ENSG00000198252.12",0.322613809057354,0.0196692023868258,0.206395245369857,"SNHG12"
"ENSG00000135773.13",0.32260388738155,0.0196731865893629,0.206395245369857,"GNS"
"ENSG00000227019.2",0.322596299316752,0.019676234155383,0.206395245369857,"BMS1P11"
"ENSG00000254855.1",0.322577701969543,0.0196837050285839,0.206404852627763,"RNU6-218P"
"ENSG00000183765.23",0.322572954249732,0.019685612653802,0.206404852627763,"IZUMO1R"
"ENSG00000062524.16",0.322522399653279,0.0197059351080931,0.206499800047421,"ZNF112"
"ENSG00000140600.17",0.322518386123456,0.0197075492686742,0.206499800047421,"SCAMP2"
"ENSG00000112592.14",0.322511137119869,0.0197104649550896,0.206499800047421,"C6orf118"
"ENSG00000259345.7",0.3224927582367,0.0197178589264914,0.206535882493451,"AC095350.1"
"ENSG00000255152.8",0.322466497574114,0.0197284278753355,0.206605200315124,"AC084116.1"
"ENSG00000269019.2",0.322441600714079,0.0197384523724143,0.206667292390795,"MIR2467"
"ENSG00000234206.5",0.322427636929723,0.0197440766520738,0.206667292390795,"AL607028.1"
"ENSG00000168918.14",0.322398530016399,0.0197558045848424,0.206667292390795,"ZBTB5"
"ENSG00000257779.1",0.322393184449328,0.0197579590937823,0.206667292390795,"AL512785.2"
"ENSG00000187720.14",0.322392905855802,0.0197580713852164,0.206667292390795,"FAM9C"
"ENSG00000089486.17",0.32229458455046,0.0197977350655799,0.2069181312454,"FXYD3"
"ENSG00000143434.16",0.322283126249212,0.0198023618272977,0.2069181312454,"LYPLAL1"
"ENSG00000224238.2",0.322273196978527,0.0198063719200668,0.2069181312454,"MIR1913"
"ENSG00000154845.16",0.322263924867576,0.0198101172291449,0.2069181312454,"PSMA8"
"ENSG00000163995.21",0.322255031738473,0.0198137100182776,0.2069181312454,"TMEM41A"
"ENSG00000079112.10",0.322225501370439,0.019825644127475,0.206930251017933,"CLUL1"
"ENSG00000257924.1",0.3222155075027,0.0198296843275265,0.206930251017933,"FAR1-IT1"
"ENSG00000086015.22",0.322203207622445,0.0198346577311075,0.206930251017933,"POMGNT1"
"ENSG00000261140.1",0.32213262253994,0.019863218924532,0.207104258094687,"AC009396.2"
"ENSG00000166793.13",0.322106974021455,0.0198736058312647,0.207163023206649,"CFAP52"
"ENSG00000182586.9",0.322077129750553,0.0198856976825516,0.207163023206649,"DAOA"
"ENSG00000165895.19",0.322069809676418,0.0198886644704886,0.207163023206649,"OR4K2"
"ENSG00000028310.18",0.322058736864395,0.0198931529354818,0.207168507039117,"VEZT"
"ENSG00000162894.12",0.32201363880115,0.0199114427029911,0.207193915919742,"ATF3"
"ENSG00000141384.13",0.32197488870421,0.0199271693837094,0.207250246918534,"TOM1L1"
"ENSG00000100181.22",0.321971003419563,0.0199287468015527,0.207250246918534,"CENPM"
"ENSG00000166796.12",0.32184931640421,0.0199782050013685,0.20768905754371,"MC4R"
"ENSG00000248571.1",0.321847643153113,0.0199788857971057,0.20768905754371,"RPL29P32"
"ENSG00000173391.9",0.321797434953867,0.0199993231437634,0.207857498180355,"RAPH1"
"ENSG00000168234.13",0.321719247771073,0.0200311846155629,0.207983709542102,"MAP4K2"
"ENSG00000132975.8",0.321715699988824,0.0200326313637502,0.207983709542102,"SLC14A2"
"ENSG00000196301.3",0.321699960502355,0.0200390508266196,0.207983709542102,"OR2L13"
"ENSG00000266913.1",0.321688414839584,0.0200437609149546,0.207991310673161,"AP005205.1"
"ENSG00000204657.4",0.321677630880326,0.020048161110076,0.207995693707295,"SPRR2E"
"ENSG00000167874.7",0.321634379350682,0.0200658173106651,0.208093254314684,"KLK11"
"ENSG00000254288.1",0.321624296042904,0.0200699354234504,0.208093254314684,"Y_RNA"
"ENSG00000184371.14",0.32159795639862,0.020080696142877,0.208126763253696,"TRIML1"
"ENSG00000224003.1",0.321586676572223,0.0200853058620221,0.208133285418009,"RNU6-519P"
"ENSG00000180138.7",0.321558218843914,0.0200969396418541,0.2081713306127,"RNF227"
